,Confidence,text
638,0.5853,Lluvia/rain (Observemos El Tiempo/Weather Watchers):  {link}
639,0.6107,@mention moving is already such an unpleasant activity! Sorry about the weather! :(
640,0.6561,Mango snow ice  @ Twist (Snow Ice) {link}/
641,0.8013,Its amazingly hot outside.. That means its time for the pool. Thank Goodness I look good in a 2 piece. :)
642,0.6457,40 & rainy is such a letdown after last week's weather :( Good day to move into a bigger bedroom though!
643,0.9192,"#ncwx Conditions for Durham, NC at 12:49 pm EDT: Current Conditions:
Partly Cloudy, 86 FForecast:
Mon - Isolated Thunderstorms. High:..."
644,0.8176,"Fair and 45 F at Butler County Automatic Weather Observing / Report, PA {link}"
645,0.5738,"I believe in various degrees of hatred, paranoia, and abandonment"
646,0.6474,its gonna be 90 degrees Tuesday and Wednesday
647,0.5371,"BLOG: Another Day, Another Round Of Thunderstorms {link}"
648,0.7366,Today's weather has me dreaming of chocolate. Thankfully we carry some local favorites...  {link}
649,0.5201,We recommend checking out Snow Plow Younginz {link}
650,0.5294,Man its so windy out here
651,0.4078,Hi Dawn :) @mention you plz send some of your warm OK weather here. Brrrrr :D Hope you're having a gr8 Monday! DawnRachel13 @mention
652,0.3058,In need of a long nap & some sunshine.
653,0.4818,@mention It's a weather alert app that is usually $10.
654,0.4137,@mention no shelters but keep close watch on weather :(( hugs
655,0.7070000000000001,"Humidity, why must you do such unorthodox things to my hair?"
656,0.7543,Five months after the ice storm killed my sago palms I just realized that they're in pots and I could have moved them inside. Yup. #dumbass
657,0.8739,"The bad news about warm weather, there seem to be more assault crimes. {link}"
658,0.5321,@mention SNOW!!!!!!  Where the heck are you?
659,0.8094,#WEATHER: 10:53 pm : 49.0F. Feels 46F. 29.94% Humidity. 6.9MPH South Wind.
660,0.6058,"The weather channel local on the 8s just said it was ""sunny"". LOL {link}"
661,0.6239,Couldn't ask for a better forecast @mention @mention @mention @mention {link}
662,0.7001,"Getting my eat on at Red Lobster. Snow crab legs, lobster tail, shrimp and cheddar biscuits. Need extra workout day 2 burn off the cals."
663,0.6123,@mention Insomnia and thunderstorms kept me up all night...So much fun...
664,0.9702,Today has been a pretty good day....smooth. good weather makes me wanna....nah I can't
665,0.3186,"Well, blake survived the weather! RT @mention: Had to go with my gut on this one. This is a tough position to be in.  #TheVoice"
666,0.9189,The sunshine makes me happy.
667,0.6141,is it to cold outside to be wearing sandals ?
668,0.7111,"Check this out! Pretty hot!  -- EJ Carter ft. A. Jones - ""Good Weed, White Wine"" {link} via @mention"
669,0.6766,I left my a/c on last nite woke up freezzzinnggg! I dnt remember putn it on no dam 60 degrees... Smh
670,0.4112,Sounds delightful! @mention RT: Can't wait to stroll on the beach and brain storm!
671,0.8587,"RT @mention: Who's excited for TPC this weekend? Sunshine,  beach & golf - life is good!"
672,0.6817,New book. Lemonade. 90 degree weather. #perfection
673,0.4751,soo I pressed my way out to bible study in this weather! truly a #sacrifice
674,1.0,guess ill go move my car...the weather jus fucked up my plans...once again
675,0.8932,Today is astonishingly beautiful. The sun is warm. The breeze is cool. There is just enough humidity to make your {link}/
676,0.8076,sounds like the weather won't be so great this weekend surprise that is never a sure thing at any point #justsayin :D #Chicago
677,0.5331,"RT @mention: Word on the street is, it's going to snow later on today"
678,0.8109,#WEATHER:  4:56 pm : 70.0F. Feels F. 29.96% Humidity. 6.9MPH East Wind.
679,0.6275,Sitting in deepsea world with a mixed slush puppy and a scone. :)
680,0.5261,We brought the sunshine from LA... But we also brought the traffic! #SMUGGLERSTOUR {link}
681,0.6148,God it's been raining on and off...that's what you get for Michigan weather
682,0.3651,@mention I share you optimism about warmer weather but the storms look quite impressive on radar.
683,0.5419,Got a quick run in before day 3 of weather starts.
684,0.2902,"I can clearly see the sunshine, but I'm steady walking thru the rain** Boosie"
685,0.3763,Fun time celebrating my bday with my fam and some birthday cake yogurt  @ 32 Degrees!
686,0.6579999999999999,Hanging around nothing else to do but frown rainy days and #mondays always get me down -The Carpenters
687,0.4295,RT @mention: RT @mention: #TeamYabaLeft where BB storm onli works inside rain
688,0.3945,Very cool. RT @mention: 6 photos of the storm rolling progressively in. {link}
689,0.8191,#WEATHER:  1:54 pm : 53.0F. Feels 49F. 29.82% Humidity. 12.7MPH Northwest Wind.
690,0.6419,"YES! I hope this rain turns into a Thunderstorm....wait, are my car windows up!?"
691,0.5123,@mention Wow! Snow Patrol are great but getting samey. Try this! What do u think?  {link}
692,0.4817,RT @mention: Oh goodie...finally warm enough for the neighborhood banshees to be out in the streets cryin about who's turn it is to  ...
693,0.7893,#LISTEN Sunny Black - Lets Get It In.. - {link}
694,0.3984,"""When will I see you again"" by the 3 degrees on the radio has precious moments in the lyrics, on a rainy afternoon #preciousmoments"
695,0.4716,"@mention We've had a lovely weather all week. It started turning today. Now, it's just weird!"
696,0.4979,"Dirt 3 arrives with more rally, new modes and snowy skies. {link}"
697,0.7411,#NEWMUSIC Sunny Black - Lets Get It In - {link} #twitraxtuesday
698,0.7846,60 degrees. And its almost the end of may. Wisconsin... I hate you.
699,0.7617,Retired Cop Who Subdued Man Who Tried To Storm Cockpit Says Attack Seemed Planned: A retired San Mateo police... {link}
700,0.7556,@mention check out dis video shit is hot song is crazy trust RT (@mention {link})
701,0.5133,@mention Oh.my.god. Sounds like a little bit of sunny Roses heaven!
702,0.8231,Valley Center area is under a several thunderstorm watch until 10 p.m.
703,0.6224,Pic: Check out the little T-storm that just popped up on radar south of the track. {link}
704,0.3718,Outside @mention waiting to see @mention & @mention. It's freezing but worth it :-)!!!!
705,0.8608,#WEATHER:  2:55 pm : 86.0F. Feels F. 30.06% Humidity. 4.6MPH Southeast Wind.
706,0.6809,@mention Done with the rain and headed to the beach tomorrow.  Finally sunshine and sand!
707,0.545,"No b-roll video will be shot until the weather warms up! Watching fans, drivers and crews in winter coats is not enjoyable TV."
708,0.9167,The weather is so gloomy and cold :(
709,0.4131,First and last time walking to a class on Friday in Cornell. Thanks to the snow. #ItsMay
710,0.4237,Im riding the #HeatWave til the wheels melt off! lol #TeamHeat
711,0.6927,Its freezing in Boston hows the weather in Providence???
712,0.7645,Why did i wear this lil dress???? Im freezing in this airport. Damn.
713,0.61,"May be a long night.  More bad weather to come, so please limit travel and listen to warning sirens or alerts on the radio & t.v."
714,0.5583,"Operation Heatwave Survey, May 21st, area centered around Fitzhugh and Live Oak. {link}"
715,0.7534,RT @mention: After a cold and rainy week in Ohio Friday and Saturday have been soo beautiful outside
716,0.7503,Video: Fox CT: Midday Weather | 5/11 {link}
717,0.5437,Eewwww @mention member when I threw up pink in the snow o_O
718,0.9642,"Tatum, NM @ 7:00 PM: Temp:86F(H 90/L 52), Hum: 8&#x25;, DewPt:17F, Wind: S at 18 G 40.0 mph, Rain:0.00 In. #weather"
719,0.6877,"Don't get me wrong, I'm an All-Around great Gammer. I do great in pretty much every game, weather I own it or not."
720,0.6727,"RT @mention: Help #Joplin-The Salvation Army providing emergency relief services.   Text the word ""Joplin"" to 80888 to make a $10  ..."
721,0.7282,Humidity could make temps feel like 101 today {link}
722,0.3902,Severe weather delays White Sox-Rangers {link} via @mention
723,0.4695,#bestdogever Crummy weather in WI. Perfect day for chilling with girl and K9. {link}
724,0.6128,"@mention I was laughing, @mention is running in fresh snow in Boulder and its gotta be in 90s here. Trail was awesome!"
725,0.5931,"@mention Jeri, here's your cute story for the day! ""Anchor saves ducklings from storm drain"" {link}"
726,0.81,Check this video out -- John Stewart- Chilly Winds-The Turf Inn-2003 {link} via @mention
727,0.5433,Freezing
728,0.4142,On my way to celebrate the homie @mention's graduation. 2 degrees. 1 woman. #motivation
729,0.8054,RT @mention: This weekend only! FREE SHIPPING at Yah Bag with coupon code SUNSHINE. Pass it on! #etsy
730,0.3481,@mention u like to swim when its cold outside....
731,0.9331,#WEATHER:  8:52 pm : 63.0F. Feels 62F. 29.78% Humidity. 11.5MPH Southeast Wind.
732,0.7583,RT @mention @mention Vote vote vote vote vote!!!!! 99jamz.com!!! Sunny Zoe!! RT!! Pls
733,0.6703,New:: Tsunami warning EAS TSW on tv and weather radio {link}/
734,0.7490000000000001,enjoyed last night's lovely weather at Salento Wine Cafe in the Rice Village area. South American inspired & great wine selection. Approve.
735,0.5602,Jyeah RT @mention @mention Yea Brah Brah...We ain't gon say names cuz Niggas already Snow
736,0.3942,A friend of mine named Judy and family are en route right thru the path of storm to KC. Prayers plz.
737,0.2805,wishing i was in sunny Florida watching @mention && the Orioles get this series win! #LEGGO
738,0.5366,@mention sunny I love u
739,0.6924,"My brother told me it.was hot out , so I came out in a tank , now I'm freezing"
740,0.9499,"Sports day was alright, weather was shit"
741,0.7639,Sonic lemonberry slush = pure #amazingness
742,0.5481,@mention it's ok ;o) hot out tho. but cloudy.
743,0.8533,Man the weather so shitty in the Chi.....summer needs to come on
744,0.8479,"@mention Yello! I love Snow Patrol, so this is right up my street. I'm love this song. {link}"
745,0.7481,I kno everybody in AZ betta be outside enjoying this Good weather cuz I'm sure its gone be short lived smh
746,0.6821,Visit {link} & #NowPlaying on {link} Long Way To Fall by Malibu Storm
747,0.4141,Hmmmm my voice is still crap thanks to this cold but I think I might do an audio tweet just to try it out.Anyone interested in hearing it?
748,0.4913,@mention take chi- town by storm! I expect nothing less! and @mention you better be ready for me to visit!
749,0.8778,Its hot as a BITCH outside !
750,0.7627,"My gosh! Its too hot outside... 
{link}"
751,0.479,"@mention ""Take care to bypass University so you don't collide w/ the sunshine & rainbows being unearthed by construction."""
752,0.4257,"Sunshine linked to fatherhood | Parent Pages for parents, families ... {link}"
753,0.7606,Damn well i'm glad the storm went right pass here
754,0.6737,"@mention REALLY HOT. turns out, he ALWAYS grunts during that dance move. it's louder in a diff. perf. really loud. like, ""ughhAHH~"""
755,0.4324,@mention hey wojo just to let u know while you freezing yours in michigan I am sweating mine off in the hot fl sun! @mention @mention
756,0.4729,Cold weather. Taylor Swift is playing. Suddenly sleepy..zzZzZ
757,0.8019,...SCATTERED THUNDERSTORMS DEVELOPING ACROSS WEST TEXAS AND SOUTHEAST NEW MEXICO WILL BE CAPABLE OF PRODUCING DRY LIGHT {link}
758,0.6909,SPC Severe Thunderstorm Watch 298 Status Reports {link}
759,0.7631,Burr it's so cold out today! I definitely am not looking forward to sitting outside at a track meet! #cold #Ithoughtitwassummer
760,0.5668,I love @mention. We are gonna take Austin by storm. #bestfriend
761,0.5681,@mention listening to jdb before I go to bed.. It makes mr miss sophomore year and the exchange that summer we were storm chasers :)
762,0.6011,"@mention ...I am thinking you do not need another coat :p HOWEVER, if the weather there is as bad as my exboyf says, mayhap you do.."
763,0.8246,"Sitting on the front porch drinking coffee, watching Sophie sing and dance in this beautiful Texas weather. #perfectmorning"
764,0.5532,Weather chills hot air balloon stampede {link}
765,0.4652,@mention manny doesn't want to test the weather
766,0.7939,@mention I had sonic too! I got orange slush tho! Lol
767,0.4458,Sunshine to continue throughout Western New York {link}
768,0.5396,"#cltnews WBTV 3 News, Weather, Sports, and Traffic for Charlotte, NC-AptarGroup to ... - WBTV {link}"
769,0.4781,Vietnamese's ice coffee for this sunny noon. {link}
770,0.6509999999999999,#NowPlaying Black and Blue by Miike Snow ;) ;)
771,0.7958,Damn its hot out. Even when not working on a 240 degree engine...
772,0.3793,A church in Tuscaloosa is adopting 25 storm victim families from the Rosedale Community: {link}
773,0.7244,"Did some Carmen Electra Aerobic Striptease & Cindy Crawford DVD. Cycled, hula-hooped, snow-ball fought & did some balancing on the Wii Fit."
774,0.6277,"Sigma Gamma Rho Sorority Inc.
Beta Omega Sigma-Shreveport,La
{From left to right}
Quiet Storm - Margarita Hill... {link}"
775,0.6135,"houston weather, may 21, diverticulitis, may 21st, ...: houston weather
may 21
diverticulitis
may 21st
mary tyle...  {link}"
776,0.4391,@mention I'm off on Thursday but I'm keeping local at the moment for the lack of spondos! If it's sunny I'll be out photographing...
777,0.723,#WEATHER: 2:56 am E: 64.0F. Feels F. 29.96% Humidity. 4.6MPH East Wind.
778,0.7539,@mention Bieber gets knocked out stone cold...by female fan!! Security cam footage. Awesome! {link}
779,0.5482,Health Department Implements Mosquito Control: After all the wet weather areas around your home could be ideal... {link}
780,0.5651,@mention Ahem! I love a bit of Snow Patrol! Have this band on now tho.  What do u think?  {link}
781,0.4264,RT @mention: Ready for this @mention weekend!! Hope the weather is nice!!
782,0.795,I'm glad it's nice weather here for Bike to Work Day. Not that I did. Bike to work. I just like nice weather.
783,0.7243,"Partly sunny this afternoon with isolated t-showers.  ~80. Becoming more humid tonight as warm front approaches, then passes. Warm. 60."
784,0.7843,Check this out #LOVE?RS was watchin @mention an came acros it dusnt she luk amazingly cutely hot? just sayin {link}
785,0.8791,"@mention no no! Haha. There are several days, but for some reason today seems extra nice. The weather is beautiful. :)"
786,0.7446,#WEATHER:  3:55 am : 61.0F. Feels F. 29.60% Humidity. 0.0MPH North Wind.
787,0.8546,#WEATHER:  7:52 am : 65.0F. Feels F. 29.53% Humidity. 16.1MPH Southwest Wind.
788,0.6097,I love when it rains but it's bot dark and gloomy out.... This is just perfect weather to not be single.
789,0.5306,Hail storm-1 andrew-0
790,0.6789,"Live web coverage from Springfield, MO of the #Joplin #tornado: {link}/  Thanks @mention"
791,0.4502,What's happening with all the #SouthEastToday weather girls all leaving @mention and now Kaye!  :(
792,0.6611,"Cold and rainy here in Boston, Wish I was in ATL with the #Krewe"
793,0.6827,Trace Adkins singing Rainy Night in Georgia...damn...I mean DAYUM!!!!
794,0.8092,"Isolated thunderstorms this afternoon, high 87 (31 C).  Low  66 (19 C) tonight."
795,0.6646,Severe Thunderstorm Warning for Atchison and Leavenworth County in KS until 9:45pm. Updates as needed from Bryan Busby
796,0.9222,#WEATHER:  3:53 am : 38.0F. Feels 28F. 29.98% Humidity. 18.4MPH North Wind.
797,0.8093,fuckin hell. its gonna rain and be chilly in st louis. of course. why can't it be like 90 and sunny.....ill never go there again LOL
798,0.4319,"Storm chasers - if you are in Lawton, OK, Mon-Wed this next week, we'd love to do coffee."
799,0.8471,i want to go out..but its cold and yucky out so idk
800,0.3878,RT @mention: s/o the those who keep faith within the storm. The storm never lasts forever. The sun will always shine again.
801,0.4149,lets get the candles out massive lightening storm on the isle of wight tell me if it is lighening where u r
802,0.3595,"#Storm #Clouds at #Twilight 
{link} 
#Redmond #Oregon #Photography #RedGage"
803,0.5531,Have you taken a look at the hourly graph on the weather channel? We like that option. {link}
804,0.6916,@mention Alright! Snow Patrol are great but getting samey. Try this! Listen: {link}
805,0.8651,"We got hot chocolate here at the Ridgeland baseball park. HOT WHAT! From a coast boy, this is some crappy cold weather for May."
806,0.8202,Mostly sunny and 80 degrees saturday. Perfect weather for #preakness
807,0.6931,"hello everyone; tut. tut, it looks like rain. Wish I could get two solid weeks of warm, sunny, breezy weather *sigh* #GroundhogDay"
808,0.5456,Ppl lookin like hot ghetto messes of tha week out here! Lmbooooo
809,0.7025,@mention get out of the house and enjoy the nice weather. So I was really upset. But my little cousins are over... so idk
810,0.4065,BLOG UPDATE: {link} What's the difference between a dust devil & dust storm? #azwx
811,0.6568,@mention DM me yur email so i can sesnd yu this new music from sunny red... 28day later mixtape... #BGN
812,0.6921,Going for a walk on the esplanade just because it's sunny out.
813,0.8191,"Mostly sunny this afternoon, high 84 (29 C).  Low  66 (19 C) tonight."
814,0.7973,"Partly Cloudy and 84 F at Stuart Powell Field Airport, KY The humidity is 40%.
The heat index is 83.
 Last Updated on M {link}"
815,0.7375,"Gardner WX 05/18/11 03:00 AM | 49F, 55&#x25; Humidity, Feels Like 49F | Alerts: NO CURRENT ADVISORIES | {link}"
816,0.3916,These kids have wore me out 4 the day.. #whew time to get naked its *HOT* LOL
817,0.4159,@mention @mention Tech Ops stated that the ticket is on hold until storm damage is repaired. No ETR yet.
818,0.4622,@mention Because the temperature is 61 Degrees :)
819,0.6403,RT @mention: Thunder storms &gt; Oklahoma City Thunder
820,0.7135,"We all know that rainy days can be stressful when your kids are stuck inside, desperate for activities to occupy... {link}"
821,0.7186,damn. already 62 degrees out! makes me very happy! :D bring on the heat!
822,0.4483,RT @mention: Just finished copy edit of A History of Ancient Britain. Emerged blinking into sunshine for first time in days. In boo ...
823,0.9815,It's still cold outside and my work hasn't called me :(
824,0.8590000000000001,"US National Weather Service Lower Mississippi River Forecast Center
The Vicksburg District of the US Army Corps of... {link}"
825,0.4434,@mention luv u honey let's chilly this weekend u me n chrissy
826,0.8725,@mention nope. Never got a chance to head out. Next time. Thanks for the recommendation. Wish weather was better down there
827,0.7251,@mention hangin out on corners hangin wit da fellers lookim out 4 hot chicks lol
828,0.3124,@mention not in sunny dover! haha
829,0.7137,Where'd the sunshine go ):
830,0.4673,"Well, those thunderstorms as I was doing yard work were nice."
831,0.5862,RT @mention: droppn The storm video tomorrow crazyy - Black Thoughts 2
832,0.4681,@mention You free tonight? Looks like the weather might be on our side.
833,0.3829,The weather better be right tonight!
834,0.8514,It's 66 baseball degrees at beautiful Baum Stadium.  Let's play two!!
835,0.3695,Riding out the storm: local housing still sluggish {link}
836,0.8964,Ughhhhhh its so damn hot outside
837,0.7586,#Childhoodmemories racing for a snow Coe after bball games at Germantown.
838,0.4391,#sunshine
839,0.7919,#WEATHER: 5:54 am C: 69.0F. Feels F. 29.54% Humidity. 13.8MPH South Wind.
840,0.6736,@mention smoke rollin out the window an ice cold beer sittin in the console :)
841,0.674,"You made a fool out of you, and boy, she's bringing you down. She made your heart melt, but you're cold to the core."
842,0.6087,Won a Storm award!! Oh yeah!
843,0.43799999999999994,What up sunshine
844,0.5213,I'm outside at 9 o'clock at night at its 75 degrees out. #fuckyeahsummer!!
845,0.3513,"Lmao! Yesssss, I miss him. =( RT @mention @mention member @mention slipped in the snow wen he was tryna dig my car out my lmao"
846,0.7396,Check out the line-up of the Main Stage ... hot off the presses! {link}
847,0.6685,Rainy weekend ahead...what will you be doing?~ Connie
848,0.3902,Ha! What did I tell you yesterday?! 60% chance of thunderstorms forecast tomorrow and storms forecast all week until Thursday! &gt;:D
849,0.6647,Miss the parents pool! RT @mention: Hanging at Inlaws pool and pool house for Mothers Day!! Sunny and 80 degrees! {link}
850,0.8188,Siesta Key Beach with my Dad. Its a beautiful hot sunny day.
851,0.6352,@mention Powerbomb the humidity as well please!
852,0.879,"GD: Light Rain and Windy and 54 F at Grand Island, Central Nebraska Regional Airport, NE Winds are from the North at 26 {link}"
853,0.4681,On my way to the Train... Storm comes at 5 my train leaves at 5:15 =O
854,0.4496,"@mention Fun Vata article! It's so windy here, everyonne's Vata is through the roof!"
855,0.9308,This weather forecast is depressing
856,0.4533,81 degrees & cloudy! I love the 81 but not the cloudy! !
857,0.6629999999999999,RT @mention: Why is it 80 degrees inside and outside? I need another blizzard.
858,0.5660000000000001,- this house is beyond cold..feels like imm layin inside a freezer..can we please turn OFF the A.C.. #freezing
859,0.6426,RT @mention: Its rockin at this maverick game. Dirk and durant are flat out cold on the basketball court.
860,0.8853,The weather gods have been listening. This is the weather I LOVE in #Portland
861,0.4541,staying up late to craft up a STORM!
862,0.5506,"It's a rainy, gloomy day here in Los Angeles but I still have sunscreen on! Why? Because everyday, rain or shine,... {link}"
863,0.7254,#WEATHER: 12:56 pm : 77.0F. Feels F. 29.88% Humidity. 3.5MPH Variable Wind.
864,0.8905,Clothes fail. Packing for London weather was a mistake #Manchester
865,0.3719,"Fund raiser at Boyd Ranch a success, although auction cut short due to windy wind."
866,0.5158,BTW!!!! Hannah Storm can get it.. I will FUCK Ms STorm
867,0.7493,@mention I've heard the weather is lovely up there!
868,0.6948,RT @mention: YO BRO #haveyouseenacouple -- Snow bunnies- iNTRuSHUNN FT East Coast E {link} via @mention
869,0.45,I dunno which asshole in the sky flunked out of weather school or whatever but I should not need a jacket in May
870,0.5331,Am I the only person who heard that loud thundering storm last night or was that just me?
871,0.7345,@mention Hannah Storm... that sounds like  a comic book character name...
872,0.3655,"@mention Lol, that's called spring weather."
873,0.7701,I earned the Six Degrees sticker on @mention! {link}
874,0.6806,@mention 's tomato plant is growing so nicely in the weather garden! #weathermanhasagreenthumb !  {link}
875,0.7814,"The weather forecast for this evening looks fabulous! Stop by tonight's LPYP ""Rock the Boat"" Party at Columbia Yac {link}"
876,0.4249,There's got to be a least 50 people still left at the old Overstock.com Coliseum. No Overstock on A's fans on rainy nights. #MLB
877,0.3206,Wishes I was cool enough to wear my uggs in 100 degree weather
878,0.7072,@mention have to kick off the warm weather by playing mini golf like kids :)
879,0.7075,Absolutely FREEZING after lunch. I need to warm up!
880,0.6894,"Severe Weather In Dallas Causes Flight Delays, Diversions In SA from KSAT - Local News {link}"
881,0.7267,@mention Fair enough. This weekend has million things going on. It's like everyone decided to celebrate the good weather this weekend.
882,0.6502,"#WeRockEachOthersWorlds @mention I am proud to be one of your Twitter BFF's, Frank! Hope you are having a #sunny day! *bright smile*"
883,0.4394,"73 and 87% humidity and it isn't even 6 a.m. This is Oklahoma's way of saying ""welcome home!"""
884,0.5903,Severe weather delays Players Championship - {link}
885,0.6452,@mention i hope!! i've been sick as a dog lately. fucking weather has me screwed up. :-(
886,0.5971,RT @mention: Remember to be safe around #utflood waters; they were snow not long ago. Very cold. {link}
887,0.4507,The weather better be decent in KC because I'm going through Tribe withdraw.
888,0.3252,"@mention u nvr told us how the interview in the ""pretty sunny park in nyc wit some BET friends"" went lol details plz -__-"
889,0.5981,"Saw the storm damage in La Crosse, as did the gov. A WWII vet shares his storm story @mention on NBC15. {link}"
890,0.9444,Today's weather would be #perfect for the Creek Fest!  Fingers crossed :-)
891,0.8221,@mention what!!? Camping is so much fun!! water & sunshine during the day...clear skies & stars @ night!
892,0.4605,Got chilly feet :( (I'm slyly tryna seem cute)
893,0.6772,Video: Blawan - Getting Me Down More summer vibes for rainy days {link}
894,0.6576,WX ALT: ...A SEVERE THUNDERSTORM WARNING REMAINS IN EFFECT UNTIL 145 AM EDT FOR SOUTH CENTRAL GASTON COUNTY IN THE... {link}
895,0.7239,"Not summer yet, its still chilly Willy out here."
896,0.5872,"@mention BTW, the guy who says the world is ending today has $7M in the bank. Because, you know, he's saving for a rainy day."
897,0.3964,Idk y she got all this COLD air blowing out on the baby like this....
898,0.3264,Argh. WHY does the guy behind me have his AC blowing straight at me on this bus?  Freezing!
899,0.3536,"HOT, HOT, and HOT this weekend with a chance of storms, Kendra's webcast is brand new and online now: {link} #fb"
900,0.5782,There ain't no sunshine when she's gone.
901,0.451,{link} Ukraine weather forecaster sparks political storm
902,0.3975,Ooooh I know its gone be 1671 degrees at that track meet friday and full of niggas
903,0.3801,Is it hot outside?
904,1.0,"Friday afternoon shopping, sunshine, margaritas, happiness!"
905,0.598,It's hot as fuck outside . If y'all going out put on extra deodorant
906,0.6453,@mention I think there is a hint of sunshine here... but I may have to send out for a latte. So cold my muscles have seized up!
907,0.2845,@mention we have it here in Blue Ash. We waited out the storm eating fabulous burgers at the Oakley Pub. :)
908,0.5803,So the storm is no joke back in greensboro
909,0.3064,"Local6: Mail Fail: When Deliveries Go Wrong: Through rain or shine, snow or sleet, the mail always gets delivere... {link}"
910,0.4067,A week from today is Solar SUNday at the Idaho Green Expo.  Let's hope it's sunny so you can be amazed at all of... {link}
911,0.6705,"{link} Montreal Weather Webcams st. Hubert street Plaza, Qc. Canada"
912,0.4848,you have been missed semi-perf running weather.
913,0.4965,It's always nice and sunny on mothers day but stays rainy on fathers day
914,0.7272,Severe Thunderstorm Warning for Kay and Noble County until 6:45pm. {link}
915,0.7816,Get the goodies! *SOLD OUT Mojo Moxy Poppys* {link} Follow & RT: Mojo Moxy shoes are HOT! #winhotshoes #contest
916,0.8779,#WEATHER:  5:54 am : 66.0F. Feels F. 29.97% Humidity. 0.0MPH North Wind.
917,0.6468,#United States #Wisconsin #Wisconsin Dells #The ButtesThe nation's weather - The Associated Press
918,0.63,New event. Severe Thunderstorm Warning from 5/25/2011 1:15 PM to 2:15 PM CDT for Christian Coun... Read more at {link}
919,0.3653,"RT @mention: Three things about my flight: I can lay down across 3 seats just fine, it was freezing & I got to see this.  {link} ..."
920,0.4953,VA drive carefully.  Hopefully the storm doesn't hit us too bad.  I'm good as long as the power stays on.
921,0.5657,Weather expectations/reality {link}
922,0.6104,Rhode Island: sunshine all beautiful _ MA : Dark n grey skies! Shits ugly!
923,0.733,Severe Thunderstorm Warning for Allen and Van Wert County in OH until 7:45pm EDT. #ohwx
924,0.8001,"Scattered thunderstorms this afternoon, high 62 (17 C).  Low  51 (11 C) tonight."
925,0.6546,national storm reports... here are the raw observations for the tornado reports today. {link}
926,0.64,":)) Dress weather again, yay."
927,0.7425,Flash #flood warning in effect for parts of Long island due to tstorm. #SNE #weather #NYC  {link}
928,0.5167,"@mention and a #happymonday 2 u too sweets. Im coolin, just at work tryin 2 stay warm. this bama weather is skidzo lol. what u doin?"
929,0.7774,@mention when I say uneducated I'm not referring to diplomas or degrees no worries
930,0.4645,"Every day that I think about washing my car, I turn on the weather and it's supposed to rain. Like legit, EVERY single time."
931,0.626,Really hoping the weather forecast for this weekend is a lie. Come on Blue Skies!!!
932,0.5591,Nothing like sirens going off in the area to add a sense of immediacy to the weather reports.  At least the worst has passed to the north.
933,0.5557,Post Edited: La Crosse Technology Weather Direct WD-3308U-WAL 4 Day Internet Powered Wireless Forecaster {link}
934,0.4702,Really hot outside
935,0.3556,Art In A Busy World: Sketching On Rainy Days. {link}
936,0.8213,New event. Severe Thunderstorm Warning from 5/19/2011 3:57 PM to 5:00 PM CDT for Woodward Count... Read more at {link}
937,0.7646,"Does it snow a lot in Idaho,Utah,Colorado and New Mexico in December? {link}"
938,0.7342,"RT @mention: Morning! Dry start to day, with some patchy fog. An isolated shower/storm possible later, but not as many as yesterday. ..."
939,0.4427,"Weather keeping you indoors today? Join us for worship this weekend! Saturday at 5:30 pm, Sunday at 8:00 or 10:45 am."
940,0.753,just informed my sister that canucks fans stole 'the green man' from its always sunny in philly...she was surprised. THE MORE YOU KNOW ---*
941,0.6463,"New: SatWeather  (Weather): SatWeather 1.0Device: iOS UniversalCategory: WeatherPrice: $.99, Version: 1.0 (iTunes) Description:
			Sa..."
942,0.6884,@mention So maybe your exemplary customer service from Google is tied into Hell freezing over? Hmm...
943,0.5779,It's bone chilling cold outside!!
944,0.7603,"False friends are like our shadow, keeping close to us while we walk in the sunshine, but leaving us the instant... {link}"
945,0.3748,The weather has been Forks-ish lately! #Twilight RT @mention: Edward Cullen is painting with @mention and I. {link}
946,0.8412,"I'll be at Shuckers - Wake Forest tonight, starting at 6:30! Fantastic weather for an evening on the patio!"
947,0.5904,"I don't mind stormy weather, but IT BETTER NOT make @#$* neighbor's car alarm go off all night like last night, or I'll...well, something."
948,0.4583,"Tags: Applicat, Blackberry Device, Book Flights, Clever Tools, Currency Converter, Day Weather Forecast, Device ... {link}"
949,0.8074,"RT @mention: severewarn: Severe Thunderstorm Warning for Benton, Mille Lacs, and Sherburne County in MN until 7:45pm CDT. #mnwx"
950,0.5045,yay it's gonna storm! c:
951,0.8824,"Dear perfect weather, thanks for the vest lunch hour of all time. (@ Lady Bird Lake Trail w/ 2 others) {link}"
952,0.8614,@mention yea dis weather trash
953,0.8374,Beautiful weather in Chi-town. Going to grab Pizanos with @mention per the rockin rec of @mention
954,0.561,#np snow money- bun b
955,0.6022,"@mention that was the effect I was hoping for haha, I hated that snow, I looked gorgeous that day bed head with old clothes on haha"
956,0.823,Another rainy day! Blah.
957,0.3138,"@mention HAPPY BIRTHDAY!!! You're planning on taking care of this whole rainy cloudy thing right? if not, i'll party in the rain with ya ;)"
958,0.6303,RT @mention: Ready to get on this flight back to slc. Later mammoth. Kinda bummed snow season is over not gonna lie
959,0.6718,WX ALT: ...A SEVERE THUNDERSTORM WARNING REMAINS IN EFFECT UNTIL 630 PM EDT FOR NORTHEASTERN PICKENS...NORTHWESTERN... {link}
